Product_Name,Category,Brand,Price_INR,Quantity_Sold,Total_Sales,Store_Type,City,Area_Type,Date,Discount_Percentage,Customer_Rating,Competitor_Price,Demand_Level,Profit_Margin
Detergent,Household,HUL,111.83,21,2348.43,Mall,Ahmedabad,Semi-Urban,2025-06-16,3.46,4.7,106.25,Low,21.39
Dishwash Bar,Household,Store Brand,272.42,7,1906.94,Kirana Store,Mumbai,Urban,2025-07-26,12.13,2.1,268.96,Low,22.35
Rice,Groceries,Store Brand,125.43,57,7149.51,Kirana Store,Pune,Rural,2025-09-27,27.18,3.0,127.82,Medium,19.89
Sugar,Groceries,Fortune,229.71,26,5972.46,Kirana Store,Delhi,Semi-Urban,2025-12-13,25.64,4.8,237.48,Low,16.41
Dal,Groceries,Dabur,92.42,17,1571.14,Mall,Pune,Urban,2026-02-07,5.34,2.4,87.05,Low,19.26
Cooking Oil,Groceries,P&G,274.93,21,5773.53,Supermarket,Hyderabad,Urban,2026-01-26,5.79,4.9,295.24,Low,23.75
Sugar,Groceries,Store Brand,39.19,25,979.75,Kirana Store,Chennai,Rural,2025-12-01,15.67,1.9,37.41,Low,16.37
Cooking Oil,Groceries,Local Brand,107.57,29,3119.53,Kirana Store,Mumbai,Rural,2026-01-21,23.7,4.2,99.8,Low,14.17
Floor Cleaner,Household,Dabur,292.14,24,7011.36,Kirana Store,Bangalore,Semi-Urban,2025-12-07,9.59,4.3,303.66,Low,22.35
Toothpaste,Personal Care,Dabur,153.97,19,2925.43,Mall,Ahmedabad,Semi-Urban,2025-10-17,27.14,4.3,147.32,Low,19.22
Sugar,Groceries,HUL,132.04,15,1980.6,Supermarket,Pune,Urban,2025-05-01,3.44,3.0,129.65,Low,22.05
Sugar,Groceries,Local Brand,107.09,35,3748.15,Kirana Store,Hyderabad,Rural,2026-04-06,13.39,4.0,106.87,Medium,11.43
Dishwash Bar,Household,Patanjali,368.56,15,5528.4,Supermarket,Ahmedabad,Semi-Urban,2025-10-14,20.24,1.8,362.51,Low,13.13
Detergent,Household,Reliance,153.45,37,5677.65,Kirana Store,Bangalore,Semi-Urban,2025-11-26,20.12,3.4,148.68,Medium,18.86
Floor Cleaner,Household,Aashirvaad,305.66,19,5807.54,Supermarket,Bangalore,Urban,2025-11-29,7.46,4.6,310.73,Low,21.13
Soap,Personal Care,Aashirvaad,299.02,22,6578.44,Kirana Store,Ahmedabad,Urban,2025-10-07,11.61,4.2,303.16,Low,26.74
Toothpaste,Personal Care,Tata,249.71,37,9239.27,Mall,Bangalore,Urban,2026-02-21,23.61,3.9,242.25,Medium,18.05
Soap,Personal Care,Store Brand,29.39,77,2263.03,Kirana Store,Delhi,Urban,2025-08-06,5.45,2.8,28.46,High,16.2
Toothpaste,Personal Care,P&G,253.38,20,5067.6,Supermarket,Hyderabad,Urban,2025-11-26,5.6,4.1,253.81,Low,27.77
Dishwash Bar,Household,Store Brand,183.95,15,2759.25,Kirana Store,Bangalore,Rural,2025-07-05,18.34,3.5,183.57,Low,7.2
Shampoo,Personal Care,Aashirvaad,385.45,6,2312.7,Supermarket,Delhi,Semi-Urban,2026-02-21,11.12,4.2,404.8,Low,15.94
Dishwash Bar,Household,Store Brand,162.66,32,5205.12,Kirana Store,Delhi,Rural,2025-12-22,3.61,2.3,177.9,Medium,24.13
Rice,Groceries,Fortune,135.54,33,4472.82,Supermarket,Chennai,Urban,2026-02-19,19.7,3.3,130.77,Medium,24.77
Floor Cleaner,Household,Local Brand,70.97,36,2554.92,Supermarket,Bangalore,Urban,2025-05-19,3.46,3.5,76.03,Medium,15.63
Dal,Groceries,P&G,201.84,33,6660.72,Kirana Store,Pune,Urban,2025-05-17,28.3,4.7,207.12,Medium,21.17
Detergent,Household,Dabur,265.48,55,14601.4,Kirana Store,Mumbai,Rural,2025-10-29,27.1,4.0,256.86,Medium,9.09
Cooking Oil,Groceries,Reliance,93.85,46,4317.1,Kirana Store,Bangalore,Semi-Urban,2026-02-18,15.04,3.1,85.85,Medium,9.78
Dishwash Bar,Household,Aashirvaad,599.62,20,11992.4,Supermarket,Chennai,Urban,2026-03-24,3.63,4.2,579.27,Low,19.64
Soap,Personal Care,Reliance,202.89,36,7304.04,Supermarket,Pune,Urban,2025-12-14,22.36,3.8,201.59,Medium,17.95
Floor Cleaner,Household,Store Brand,294.1,27,7940.7,Mall,Chennai,Urban,2026-01-13,22.37,2.2,323.01,Low,11.46
Floor Cleaner,Household,Tata,398.05,16,6368.8,Kirana Store,Delhi,Semi-Urban,2025-11-27,24.93,3.2,419.32,Low,19.99
Cooking Oil,Groceries,Patanjali,44.95,63,2831.85,Kirana Store,Bangalore,Semi-Urban,2026-01-15,2.33,1.6,44.69,High,17.91
Cooking Oil,Groceries,Fortune,81.3,36,2926.8,Kirana Store,Delhi,Urban,2025-12-14,19.87,4.7,80.39,Medium,13.9
Toothpaste,Personal Care,Store Brand,146.48,13,1904.24,Mall,Pune,Urban,2026-03-04,24.0,2.1,138.91,Low,12.61
Hair Oil,Personal Care,HUL,196.09,34,6667.06,Mall,Hyderabad,Urban,2025-12-07,19.45,4.4,192.47,Medium,14.37
Wheat Flour,Groceries,Aashirvaad,144.69,65,9404.85,Mall,Bangalore,Urban,2025-05-21,24.07,4.2,157.33,High,10.85
Dal,Groceries,Reliance,170.68,45,7680.6,Supermarket,Chennai,Urban,2025-06-29,17.14,3.8,168.9,Medium,6.25
Dal,Groceries,Store Brand,71.15,12,853.8,Supermarket,Bangalore,Urban,2026-03-23,4.69,3.4,74.51,Low,10.31
Detergent,Household,Store Brand,171.36,41,7025.76,Kirana Store,Chennai,Rural,2025-06-24,24.81,2.0,176.27,Medium,18.7
Detergent,Household,Fortune,357.54,14,5005.56,Supermarket,Mumbai,Rural,2026-03-09,24.08,4.8,332.27,Low,11.73
Shampoo,Personal Care,Patanjali,179.12,44,7881.28,Supermarket,Chennai,Semi-Urban,2025-10-29,10.86,2.6,167.67,Medium,20.83
Floor Cleaner,Household,Local Brand,274.99,59,16224.41,Mall,Ahmedabad,Urban,2025-11-24,29.49,2.8,275.36,Medium,5.33
Detergent,Household,Patanjali,155.6,35,5446.0,Supermarket,Chennai,Semi-Urban,2025-04-17,8.44,3.6,140.88,Medium,14.45
Toothpaste,Personal Care,HUL,364.38,26,9473.88,Supermarket,Hyderabad,Urban,2025-09-20,20.72,4.3,365.53,Low,10.92
Shampoo,Personal Care,Patanjali,65.71,45,2956.95,Supermarket,Chennai,Urban,2025-09-28,8.94,3.5,67.57,Medium,10.06
Cooking Oil,Groceries,Patanjali,100.81,24,2419.44,Kirana Store,Pune,Semi-Urban,2025-05-11,23.66,1.8,104.24,Low,14.69
Shampoo,Personal Care,Store Brand,167.8,31,5201.8,Kirana Store,Pune,Rural,2025-12-02,22.62,2.1,168.66,Medium,10.06
Sugar,Groceries,P&G,63.2,44,2780.8,Supermarket,Delhi,Urban,2025-12-04,22.82,3.7,57.51,Medium,10.29
Wheat Flour,Groceries,Store Brand,142.62,29,4135.98,Kirana Store,Hyderabad,Rural,2026-01-02,13.46,2.8,131.82,Low,14.52
Floor Cleaner,Household,Patanjali,323.16,11,3554.76,Supermarket,Bangalore,Semi-Urban,2026-02-16,7.99,2.8,338.35,Low,11.28
Dal,Groceries,Aashirvaad,99.27,33,3275.91,Supermarket,Pune,Semi-Urban,2025-12-02,12.34,4.3,100.48,Medium,22.77
Dal,Groceries,Patanjali,162.85,25,4071.25,Supermarket,Ahmedabad,Semi-Urban,2025-12-08,1.78,2.6,153.47,Low,21.63
Dishwash Bar,Household,Tata,566.6,17,9632.2,Supermarket,Hyderabad,Urban,2025-12-26,0.45,3.6,598.47,Low,17.0
Rice,Groceries,Local Brand,55.56,32,1777.92,Supermarket,Delhi,Urban,2025-09-15,16.42,2.9,51.86,Medium,12.63
Detergent,Household,HUL,406.32,12,4875.84,Kirana Store,Hyderabad,Rural,2025-11-07,26.78,4.9,370.53,Low,17.71
Cooking Oil,Groceries,Fortune,150.34,26,3908.84,Supermarket,Mumbai,Urban,2025-08-22,2.69,3.4,137.89,Low,25.38
Floor Cleaner,Household,Local Brand,103.45,45,4655.25,Kirana Store,Hyderabad,Semi-Urban,2025-12-15,8.37,3.8,110.85,Medium,15.47
Detergent,Household,Fortune,584.6,26,15199.6,Mall,Pune,Urban,2025-10-16,25.45,4.5,538.35,Low,20.07
Toothpaste,Personal Care,P&G,325.12,24,7802.88,Kirana Store,Ahmedabad,Urban,2025-12-31,24.66,3.9,304.8,Low,22.6
Dishwash Bar,Household,HUL,308.11,24,7394.64,Mall,Bangalore,Urban,2026-02-04,1.11,3.5,338.05,Low,29.77
Rice,Groceries,Local Brand,108.49,46,4990.54,Supermarket,Chennai,Semi-Urban,2025-06-23,29.09,2.3,103.73,Medium,13.59
Detergent,Household,Aashirvaad,605.02,9,5445.18,Mall,Hyderabad,Urban,2025-10-16,9.42,4.7,550.55,Low,27.9
Rice,Groceries,Local Brand,112.34,31,3482.54,Mall,Bangalore,Urban,2025-04-08,23.01,3.0,116.67,Medium,12.49
Wheat Flour,Groceries,Aashirvaad,241.51,24,5796.24,Supermarket,Chennai,Urban,2025-12-08,22.99,3.1,222.37,Low,11.37
Soap,Personal Care,Dabur,196.2,21,4120.2,Kirana Store,Delhi,Semi-Urban,2025-05-31,18.15,1.7,211.85,Low,8.97
Dishwash Bar,Household,Patanjali,93.98,63,5920.74,Supermarket,Ahmedabad,Urban,2026-01-21,23.09,2.7,88.94,High,11.96
Cooking Oil,Groceries,Reliance,142.99,18,2573.82,Supermarket,Delhi,Urban,2026-03-24,5.17,4.0,149.79,Low,16.77
Hair Oil,Personal Care,Patanjali,269.05,17,4573.85,Kirana Store,Pune,Rural,2025-12-03,0.18,4.2,291.19,Low,17.64
Detergent,Household,Reliance,371.05,23,8534.15,Supermarket,Mumbai,Urban,2026-02-23,10.03,4.3,355.49,Low,11.1
Shampoo,Personal Care,Patanjali,22.03,41,903.23,Kirana Store,Mumbai,Semi-Urban,2025-05-27,4.2,2.5,21.21,Medium,19.78
Shampoo,Personal Care,Reliance,115.16,36,4145.76,Kirana Store,Bangalore,Semi-Urban,2025-07-30,18.56,3.1,107.96,Medium,10.45
Floor Cleaner,Household,Aashirvaad,525.59,8,4204.72,Kirana Store,Pune,Urban,2025-06-28,25.24,3.1,473.81,Low,19.34
Toothpaste,Personal Care,Reliance,121.71,27,3286.17,Kirana Store,Hyderabad,Semi-Urban,2025-08-21,18.09,1.9,124.57,Low,6.94
Floor Cleaner,Household,Store Brand,47.29,32,1513.28,Supermarket,Chennai,Rural,2026-02-12,12.28,1.7,49.53,Medium,22.36
Hair Oil,Personal Care,Store Brand,21.92,75,1644.0,Supermarket,Hyderabad,Urban,2025-12-08,7.1,2.6,19.98,High,21.86
Floor Cleaner,Household,Dabur,304.78,12,3657.36,Supermarket,Chennai,Urban,2025-05-24,5.88,3.8,279.31,Low,13.45
Shampoo,Personal Care,Store Brand,95.61,39,3728.79,Kirana Store,Hyderabad,Rural,2026-02-13,27.17,1.6,89.64,Medium,9.85
Detergent,Household,Fortune,567.43,17,9646.31,Kirana Store,Delhi,Urban,2025-08-03,3.01,3.0,583.89,Low,18.78
Detergent,Household,HUL,626.56,7,4385.92,Supermarket,Bangalore,Urban,2025-09-06,4.17,4.4,622.16,Low,26.72
Cooking Oil,Groceries,Store Brand,120.77,19,2294.63,Supermarket,Bangalore,Rural,2026-02-06,0.16,2.1,110.16,Low,19.55
Hair Oil,Personal Care,Store Brand,87.77,15,1316.55,Supermarket,Delhi,Urban,2025-07-02,1.82,3.9,95.21,Low,24.36
Hair Oil,Personal Care,Local Brand,97.11,39,3787.29,Kirana Store,Chennai,Rural,2026-03-22,27.4,2.1,102.5,Medium,15.12
Floor Cleaner,Household,Store Brand,211.64,18,3809.52,Kirana Store,Ahmedabad,Rural,2025-06-04,10.51,3.2,202.44,Low,11.42
Soap,Personal Care,Store Brand,57.56,53,3050.68,Supermarket,Mumbai,Rural,2026-02-17,27.76,3.2,56.99,Medium,19.85
Shampoo,Personal Care,HUL,285.24,13,3708.12,Supermarket,Ahmedabad,Urban,2026-01-22,6.91,4.1,274.41,Low,26.84
Toothpaste,Personal Care,Fortune,110.9,37,4103.3,Mall,Bangalore,Urban,2025-08-18,9.23,4.0,121.05,Medium,28.12
Sugar,Groceries,Tata,135.09,48,6484.32,Kirana Store,Hyderabad,Urban,2025-09-10,18.28,4.1,133.39,Medium,14.0
Rice,Groceries,Aashirvaad,198.72,39,7750.08,Supermarket,Ahmedabad,Urban,2025-09-14,13.78,4.4,205.09,Medium,19.64
Detergent,Household,Tata,466.34,17,7927.78,Mall,Chennai,Urban,2025-08-24,0.77,4.2,420.68,Low,25.96
Detergent,Household,Local Brand,44.24,63,2787.12,Kirana Store,Ahmedabad,Rural,2025-12-13,18.64,1.7,46.57,High,19.98
Rice,Groceries,Local Brand,29.68,21,623.28,Mall,Chennai,Semi-Urban,2025-10-22,7.02,4.4,32.28,Low,12.46
Dal,Groceries,Reliance,124.23,23,2857.29,Supermarket,Pune,Urban,2025-10-04,1.85,3.2,112.91,Low,14.14
Toothpaste,Personal Care,Reliance,61.06,93,5678.58,Supermarket,Mumbai,Urban,2025-09-10,25.12,2.8,61.38,High,8.33
Rice,Groceries,Local Brand,60.46,95,5743.7,Mall,Hyderabad,Semi-Urban,2025-09-26,22.12,2.1,60.08,High,8.31
Shampoo,Personal Care,Fortune,84.1,29,2438.9,Supermarket,Pune,Urban,2025-07-18,2.99,4.7,84.92,Low,19.38
Soap,Personal Care,Store Brand,162.37,36,5845.32,Kirana Store,Mumbai,Rural,2025-08-25,9.21,4.3,153.02,Medium,11.1
Cooking Oil,Groceries,Dabur,66.01,48,3168.48,Supermarket,Hyderabad,Semi-Urban,2026-03-01,4.54,3.7,61.66,Medium,20.47
Toothpaste,Personal Care,Fortune,267.26,7,1870.82,Kirana Store,Mumbai,Urban,2025-12-06,17.33,3.7,257.63,Low,16.04
Dal,Groceries,Fortune,280.09,21,5881.89,Supermarket,Bangalore,Semi-Urban,2025-08-24,24.29,4.7,260.94,Low,22.43
Rice,Groceries,Fortune,158.0,48,7584.0,Kirana Store,Delhi,Semi-Urban,2025-11-02,23.83,3.8,171.18,Medium,12.64
Wheat Flour,Groceries,Aashirvaad,145.17,50,7258.5,Supermarket,Bangalore,Urban,2026-03-02,9.7,3.7,131.96,Medium,22.78
Rice,Groceries,HUL,207.89,65,13512.85,Kirana Store,Hyderabad,Urban,2026-02-04,25.52,3.2,214.79,High,11.75
Floor Cleaner,Household,Aashirvaad,275.39,22,6058.58,Kirana Store,Pune,Urban,2025-09-30,2.96,3.6,285.35,Low,21.79
Floor Cleaner,Household,P&G,144.44,50,7222.0,Supermarket,Mumbai,Semi-Urban,2025-05-28,5.86,3.3,150.92,Medium,16.4
Hair Oil,Personal Care,Fortune,191.21,37,7074.77,Supermarket,Bangalore,Urban,2025-10-12,1.37,3.5,205.75,Medium,29.52
Shampoo,Personal Care,Reliance,24.35,46,1120.1,Kirana Store,Pune,Urban,2026-01-01,29.27,2.7,22.47,Medium,12.34
Rice,Groceries,Store Brand,86.84,18,1563.12,Kirana Store,Delhi,Rural,2025-06-01,24.76,2.4,89.14,Low,10.66
Rice,Groceries,Local Brand,111.26,36,4005.36,Kirana Store,Chennai,Rural,2025-04-15,6.89,3.9,119.22,Medium,18.85
Detergent,Household,Store Brand,201.13,31,6235.03,Kirana Store,Mumbai,Semi-Urban,2025-06-22,29.0,2.9,204.17,Medium,13.37
Soap,Personal Care,Store Brand,85.58,27,2310.66,Kirana Store,Delhi,Rural,2026-01-02,14.99,2.0,90.77,Low,21.04
Dishwash Bar,Household,Tata,352.67,7,2468.69,Mall,Hyderabad,Urban,2025-04-15,14.64,3.3,337.75,Low,20.51
Rice,Groceries,Aashirvaad,284.99,6,1709.94,Supermarket,Chennai,Urban,2026-01-05,6.16,4.9,299.68,Low,26.33
Hair Oil,Personal Care,Local Brand,89.49,39,3490.11,Kirana Store,Chennai,Rural,2025-11-02,12.58,3.2,94.85,Medium,18.69
Toothpaste,Personal Care,P&G,242.2,9,2179.8,Supermarket,Delhi,Urban,2026-01-24,2.41,3.4,242.12,Low,15.67
Detergent,Household,Patanjali,253.89,20,5077.8,Supermarket,Mumbai,Semi-Urban,2025-05-04,13.76,4.0,271.4,Low,14.45
Detergent,Household,Store Brand,188.42,28,5275.76,Supermarket,Bangalore,Semi-Urban,2025-07-09,18.1,1.9,189.92,Low,11.22
Dishwash Bar,Household,HUL,607.77,14,8508.78,Supermarket,Hyderabad,Semi-Urban,2025-06-11,16.15,3.9,613.06,Low,11.34
Wheat Flour,Groceries,Dabur,99.44,18,1789.92,Kirana Store,Delhi,Semi-Urban,2025-06-26,4.13,3.6,109.09,Low,22.63
Detergent,Household,Store Brand,294.17,18,5295.06,Kirana Store,Hyderabad,Semi-Urban,2025-06-26,18.62,1.6,299.22,Low,13.4
Dishwash Bar,Household,Local Brand,331.51,15,4972.65,Supermarket,Chennai,Urban,2025-09-08,24.94,1.7,355.66,Low,15.11
Cooking Oil,Groceries,Dabur,58.18,100,5818.0,Supermarket,Mumbai,Urban,2025-12-29,20.1,3.0,53.78,High,11.04
Dishwash Bar,Household,Reliance,382.66,27,10331.82,Supermarket,Pune,Urban,2025-06-30,24.87,4.3,407.03,Low,7.61
Soap,Personal Care,Patanjali,179.16,52,9316.32,Kirana Store,Chennai,Semi-Urban,2025-11-20,23.29,1.8,168.54,Medium,18.28
Shampoo,Personal Care,Store Brand,145.2,30,4356.0,Mall,Delhi,Urban,2025-07-01,14.83,2.5,150.07,Low,10.42
Cooking Oil,Groceries,Fortune,148.2,22,3260.4,Supermarket,Chennai,Urban,2025-05-05,23.67,3.8,142.1,Low,12.0
Detergent,Household,Dabur,329.2,14,4608.8,Kirana Store,Chennai,Rural,2025-06-21,1.67,3.7,355.53,Low,19.64
Dal,Groceries,Fortune,99.37,22,2186.14,Kirana Store,Delhi,Urban,2026-01-31,15.4,3.1,94.09,Low,23.62
Detergent,Household,Tata,129.63,25,3240.75,Mall,Mumbai,Urban,2026-03-17,1.53,4.3,118.7,Low,20.38
Soap,Personal Care,Tata,73.51,20,1470.2,Kirana Store,Pune,Urban,2026-01-04,10.52,3.0,77.64,Low,21.53
Toothpaste,Personal Care,Reliance,316.09,21,6637.89,Supermarket,Delhi,Semi-Urban,2025-09-10,16.61,1.5,297.06,Low,7.66
Rice,Groceries,Dabur,178.62,46,8216.52,Kirana Store,Mumbai,Semi-Urban,2025-10-22,12.93,2.4,191.47,Medium,17.06
Floor Cleaner,Household,Tata,422.0,15,6330.0,Kirana Store,Delhi,Urban,2025-12-28,6.43,3.6,380.31,Low,28.15
Shampoo,Personal Care,Patanjali,220.71,20,4414.2,Mall,Hyderabad,Urban,2025-12-04,23.28,2.5,210.21,Low,9.45
Cooking Oil,Groceries,Store Brand,117.72,44,5179.68,Supermarket,Bangalore,Rural,2026-01-07,6.66,4.3,119.89,Medium,10.73
Hair Oil,Personal Care,P&G,54.61,31,1692.91,Supermarket,Pune,Urban,2025-10-16,2.74,3.9,58.86,Medium,26.92
Soap,Personal Care,P&G,158.82,20,3176.4,Kirana Store,Mumbai,Urban,2026-02-28,9.47,4.3,166.57,Low,27.75
Detergent,Household,P&G,272.71,19,5181.49,Supermarket,Bangalore,Urban,2025-11-06,9.53,3.6,249.51,Low,17.44
Floor Cleaner,Household,Dabur,169.65,19,3223.35,Mall,Chennai,Semi-Urban,2026-01-04,11.81,4.3,157.8,Low,12.33
Shampoo,Personal Care,Aashirvaad,274.64,30,8239.2,Supermarket,Ahmedabad,Urban,2025-09-17,26.96,4.4,259.02,Low,14.99
Wheat Flour,Groceries,Tata,220.87,38,8393.06,Supermarket,Pune,Urban,2025-09-21,19.32,4.4,223.93,Medium,14.49
Dishwash Bar,Household,P&G,631.04,17,10727.68,Supermarket,Hyderabad,Urban,2025-10-29,9.15,3.8,581.82,Low,18.93
Soap,Personal Care,Local Brand,143.38,10,1433.8,Kirana Store,Bangalore,Rural,2026-04-03,7.94,3.8,130.68,Low,17.51
Detergent,Household,HUL,293.65,9,2642.85,Supermarket,Delhi,Urban,2025-12-27,15.34,3.2,281.59,Low,11.48
Rice,Groceries,Patanjali,94.71,35,3314.85,Supermarket,Bangalore,Semi-Urban,2025-12-18,19.72,2.8,95.93,Medium,19.81
Sugar,Groceries,Fortune,120.17,18,2163.06,Mall,Mumbai,Semi-Urban,2025-06-12,18.76,4.3,108.99,Low,17.83
Toothpaste,Personal Care,Fortune,38.91,43,1673.13,Mall,Bangalore,Urban,2025-09-27,5.06,3.9,38.37,Medium,18.06
Cooking Oil,Groceries,Tata,243.45,50,12172.5,Supermarket,Pune,Urban,2026-01-20,29.94,4.0,253.66,Medium,16.3
Wheat Flour,Groceries,Store Brand,131.77,17,2240.09,Supermarket,Mumbai,Rural,2025-09-23,18.63,3.4,137.56,Low,16.33
Hair Oil,Personal Care,Reliance,247.72,14,3468.08,Kirana Store,Mumbai,Semi-Urban,2026-01-13,11.57,1.9,256.54,Low,24.73
Dishwash Bar,Household,Tata,196.54,49,9630.46,Kirana Store,Bangalore,Urban,2025-04-12,13.58,3.7,177.8,Medium,20.02
Wheat Flour,Groceries,Reliance,186.34,50,9317.0,Mall,Delhi,Urban,2025-09-10,0.13,4.4,176.18,Medium,11.27
Soap,Personal Care,Reliance,205.17,29,5949.93,Supermarket,Bangalore,Semi-Urban,2025-10-02,8.41,3.6,191.92,Low,21.29
Hair Oil,Personal Care,Fortune,60.85,86,5233.1,Supermarket,Chennai,Urban,2025-08-02,23.49,4.2,61.81,High,11.66
Dal,Groceries,Patanjali,185.69,22,4085.18,Kirana Store,Hyderabad,Semi-Urban,2025-06-08,23.83,2.6,190.52,Low,8.99
Dal,Groceries,Reliance,168.28,62,10433.36,Supermarket,Bangalore,Semi-Urban,2025-05-03,21.85,1.9,153.71,High,11.69
Shampoo,Personal Care,Store Brand,173.82,40,6952.8,Kirana Store,Delhi,Rural,2026-02-02,24.26,3.6,173.79,Medium,17.57
Floor Cleaner,Household,Local Brand,298.48,18,5372.64,Kirana Store,Ahmedabad,Rural,2025-09-05,4.67,4.4,295.86,Low,17.3
Dishwash Bar,Household,Reliance,457.3,12,5487.6,Supermarket,Bangalore,Urban,2025-09-02,16.29,3.4,440.86,Low,18.49
Toothpaste,Personal Care,Reliance,217.55,18,3915.9,Supermarket,Delhi,Urban,2026-02-19,14.05,4.5,209.42,Low,20.7
Shampoo,Personal Care,Patanjali,239.79,14,3357.06,Supermarket,Hyderabad,Urban,2025-09-16,23.32,2.3,216.6,Low,14.89
Dal,Groceries,Local Brand,135.39,14,1895.46,Kirana Store,Hyderabad,Semi-Urban,2025-07-29,14.15,3.1,129.92,Low,22.66
Toothpaste,Personal Care,P&G,317.32,23,7298.36,Kirana Store,Delhi,Urban,2025-05-19,25.23,3.2,313.35,Low,24.06
Wheat Flour,Groceries,Patanjali,70.01,12,840.12,Kirana Store,Hyderabad,Semi-Urban,2025-06-27,1.62,2.2,76.62,Low,21.51
Shampoo,Personal Care,Store Brand,166.2,20,3324.0,Supermarket,Mumbai,Urban,2026-01-25,9.24,2.7,164.12,Low,13.49
Floor Cleaner,Household,Reliance,157.99,42,6635.58,Supermarket,Pune,Semi-Urban,2026-02-23,29.39,2.9,164.43,Medium,6.1
Sugar,Groceries,Local Brand,156.01,39,6084.39,Kirana Store,Ahmedabad,Rural,2026-04-07,19.44,1.9,149.58,Medium,17.74
Shampoo,Personal Care,Aashirvaad,387.18,5,1935.9,Kirana Store,Delhi,Urban,2025-05-21,3.98,4.7,349.92,Low,19.75
Detergent,Household,Tata,322.96,17,5490.32,Mall,Delhi,Urban,2025-08-18,14.12,4.3,296.91,Low,16.35
Toothpaste,Personal Care,Patanjali,245.87,14,3442.18,Supermarket,Bangalore,Semi-Urban,2026-02-11,15.98,2.7,253.08,Low,12.53
Dishwash Bar,Household,HUL,637.97,29,18501.13,Mall,Pune,Urban,2026-02-11,24.49,3.6,662.89,Low,12.99
Shampoo,Personal Care,Reliance,44.06,51,2247.06,Supermarket,Ahmedabad,Urban,2026-03-20,29.11,3.3,43.64,Medium,8.58
Toothpaste,Personal Care,Local Brand,64.55,32,2065.6,Kirana Store,Bangalore,Rural,2025-11-02,13.08,1.7,64.49,Medium,18.62
Hair Oil,Personal Care,Store Brand,50.9,77,3919.3,Mall,Mumbai,Urban,2025-04-13,13.96,1.9,55.78,High,13.05
Shampoo,Personal Care,Dabur,173.87,48,8345.76,Supermarket,Chennai,Semi-Urban,2025-06-06,6.1,2.5,187.57,Medium,17.22
Soap,Personal Care,Reliance,61.66,52,3206.32,Kirana Store,Mumbai,Semi-Urban,2025-05-30,19.54,3.5,67.02,Medium,11.64
Floor Cleaner,Household,Patanjali,60.12,25,1503.0,Supermarket,Delhi,Semi-Urban,2026-02-02,20.74,3.5,65.44,Low,19.35
Floor Cleaner,Household,Reliance,235.0,18,4230.0,Kirana Store,Bangalore,Semi-Urban,2025-06-20,4.81,2.2,255.42,Low,14.42
Soap,Personal Care,Local Brand,94.46,28,2644.88,Kirana Store,Bangalore,Rural,2026-03-26,25.09,1.6,96.01,Low,18.61
Detergent,Household,Reliance,391.73,24,9401.52,Supermarket,Chennai,Urban,2026-03-04,13.12,1.8,415.42,Low,15.15
Detergent,Household,Patanjali,437.22,18,7869.96,Kirana Store,Mumbai,Rural,2026-04-01,8.83,1.6,423.59,Low,14.69
Floor Cleaner,Household,Store Brand,206.63,50,10331.5,Kirana Store,Hyderabad,Rural,2025-06-23,24.53,1.8,207.71,Medium,10.13
Dishwash Bar,Household,Store Brand,303.0,10,3030.0,Supermarket,Hyderabad,Urban,2026-02-28,27.18,2.6,322.57,Low,8.67
Wheat Flour,Groceries,Patanjali,192.92,46,8874.32,Supermarket,Hyderabad,Semi-Urban,2025-05-26,23.36,3.3,179.07,Medium,16.96
Rice,Groceries,HUL,157.66,50,7883.0,Kirana Store,Hyderabad,Semi-Urban,2025-06-02,16.83,3.3,173.29,Medium,19.21
Dishwash Bar,Household,P&G,105.68,47,4966.96,Kirana Store,Mumbai,Urban,2025-09-19,13.39,3.8,113.94,Medium,15.12
Dishwash Bar,Household,Local Brand,231.33,65,15036.45,Kirana Store,Chennai,Rural,2026-03-03,27.75,2.4,223.87,High,8.41
Shampoo,Personal Care,Fortune,420.86,25,10521.5,Supermarket,Chennai,Urban,2026-02-15,20.6,4.8,411.05,Low,11.5
Soap,Personal Care,Dabur,233.99,35,8189.65,Kirana Store,Ahmedabad,Urban,2025-10-10,21.67,1.9,230.14,Medium,17.07
Shampoo,Personal Care,Patanjali,87.65,12,1051.8,Kirana Store,Bangalore,Urban,2025-12-14,12.66,2.5,93.05,Low,23.86
Detergent,Household,Store Brand,53.81,48,2582.88,Kirana Store,Pune,Rural,2025-10-11,16.51,2.4,55.8,Medium,16.9
Toothpaste,Personal Care,Patanjali,103.24,47,4852.28,Supermarket,Delhi,Semi-Urban,2025-04-24,14.92,3.7,99.37,Medium,12.6
Soap,Personal Care,P&G,129.42,36,4659.12,Kirana Store,Pune,Urban,2025-06-26,2.13,3.4,131.67,Medium,26.16
Detergent,Household,Store Brand,138.99,29,4030.71,Kirana Store,Pune,Rural,2025-05-13,13.89,3.6,149.85,Low,21.12
Rice,Groceries,Local Brand,116.01,14,1624.14,Supermarket,Chennai,Semi-Urban,2026-03-30,28.35,4.0,106.2,Low,5.73
Rice,Groceries,Local Brand,75.02,15,1125.3,Kirana Store,Ahmedabad,Rural,2025-10-07,27.52,3.9,68.21,Low,12.49
Toothpaste,Personal Care,Tata,54.23,44,2386.12,Supermarket,Bangalore,Urban,2025-06-04,24.04,3.7,57.9,Medium,10.37
